EntryID,City,Country,Action type,Description,DateAnnounced,DateEnded,Status (if known),Comments,contact info (optional),Primary news source,Additional sources,Additional sources 2,Additional sources 3,Additional sources 4
324,Croydon,England,Reallocated outer lane/curb space,on-street parking removed near some retail establishments to create space for queuing by pedestrians,"May 3, 2020",,Temporary,,,http://news.croydon.gov.uk/road-closure-scheme-to-help-residents-keep-fit-and-healthy-during-lockdown/,,,,
325,Croydon,England,Reallocated outer lane/curb space,a temporary cycle lane being installed on London Rd,"May 3, 2020",,Temporary,,,http://news.croydon.gov.uk/road-closure-scheme-to-help-residents-keep-fit-and-healthy-during-lockdown/,,,,
326,Croydon,England,Closed streets to motor vehicles,residents can apply to have low-volume n'hood streets closed for several hours per day to allow residents to exercise; residents will be in charge of opening/closing the streets,"May 3, 2020",,,,,http://news.croydon.gov.uk/road-closure-scheme-to-help-residents-keep-fit-and-healthy-during-lockdown/,,,,
327,Croydon,England,Filtered/banned non-local traffic ,"banning non-local motor vehicle traffic on some residential roads, ","May 3, 2020",,,,,http://news.croydon.gov.uk/road-closure-scheme-to-help-residents-keep-fit-and-healthy-during-lockdown/,,,,
328,Croydon,England,Reduced speed limit,speed reduced to 20mph on London Rd,"May 3, 2020",,,,,http://news.croydon.gov.uk/road-closure-scheme-to-help-residents-keep-fit-and-healthy-during-lockdown/,,,,
329,Haringey,England,Reallocated outer lane/curb space,yes; DETAILS NEEDED,"May 3, 2020",,,,,,,,,
330,Montreal,Canada,Reallocated outer lane/curb space,pilot has expanded to nearly 10 burroughs. Comprises conversion of parking to 'health' or 'pedestrian' corridors on commercial streets to may way to walk to essential services at social distance,"May 3, 2020",,,,Stephanie Watt stephanie.watt@montreal.ca,https://journalmetro.com/actualites/montreal/2439108/des-corridors-de-securite-setendront-dans-tous-les-coins-de-montreal/,,,,
331,Montreal,Canada,Filtered/banned non-local traffic ,"A pilot project of ""family and active streets"", which are shared streets also open to play (no through traffic essentially) and with physical barriers to clearly invite through traffice to devitate. 3 streets in Plateau Mont-Royal borough, with possibility of expansion to other streets and boroughs.","May 3, 2020",,,,Stephanie Watt stephanie.watt@montreal.ca,https://journalmetro.com/actualites/montreal/2439108/des-corridors-de-securite-setendront-dans-tous-les-coins-de-montreal/,,,,
332,Rome,Italy,Reallocated outer lane/curb space,150km of new bike lanes planned as country enters phase 2 of lockdown,"May 3, 2020",,,,,https://www.bikeitalia.it/2020/05/01/roma-sul-piatto-38-milioni-per-150-km-di-nuove-corsie-ciclabili-nella-fase-2/,https://handshakecycling.eu/news/rome-responds-covid-19-150-kilometres-cycle-routes,https://www.bikeitalia.it/2020/05/01/roma-sul-piatto-38-milioni-per-150-km-di-nuove-corsie-ciclabili-nella-fase-2/,,
333,"Seattle, WA",USA,Automated walk signals,along waterfront acc. to Dongho Chang,"May 3, 2020",,,,,https://twitter.com/dongho_chang/status/1256968988153667586,,,,
334,York,England,Reallocated outer lane/curb space,details needed,"May 3, 2020",,,,,,,,,
335,"Palo Alto, CA",USA,Filtered/banned non-local traffic ,signs posted on 3 streets discouraging through-traffic,"May 4, 2020",,,,,https://padailypost.com/2020/05/04/city-eyes-three-streets-where-car-traffic-will-be-reduced-for-social-distancing/,,,,
336,"Ft. Lauderdale, FL",USA,Reallocated outer lane/curb space,"Weekends only. The outside lane in each direction of Las Olas Boulevard between SE 6 Avenue and SE 11 Avenue will be closed Fridays at 7 a.m. through Mondays at 7 a.m. This closure includes the on-street parking spaces in this area. This week, the closure will begin on Saturday, May 23 at 7 a.m. and continue through Tuesday, May 26 at 7 a.m. ","May 23, 2020",,,,,https://www.fortlauderdale.gov/Home/Components/News/News/4237/16,,,,
337,Portsmouth,England,Closed streets to motor vehicles,yes: closed 2 streets to motor vehicles along the waterfront,"May 4, 2020",,,,,https://twitter.com/PompeyBUG/status/1256307027275657217,,,,
338,Malden MA,USA,Implemented shared streets,"yes, details needed",,,,,,,,,,
339,Tampa FL,USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles","1.5 miles of streets closed to cars & coverned to ""recovery zones"" to allow restaurants to offer outdoor dining","May 4, 2020",,,,,https://twitter.com/atgmiami/status/1257405656530849792,,,,
340,"Hampton, NH",USA,Closed streets to motor vehicles,planned: banning cars from a portion of Ocean Beach Blvd,"May 5, 2020",,,,,,,,,
341,Manchester,England,Reallocated outer lane/curb space,pop-up cycleways,"May 5, 2020",,,,,https://www.forbes.com/sites/carltonreid/2020/05/06/greater-manchester-to-spend-5-million-on-pop-up-cycleways-widened-sidewalks/#4af10abf19e4,,,,
342,Manchester,England,Reallocated outer lane/curb space,Conversion of some two-way streets into one-way to create additional space for walking/cycling,"May 5, 2020",,,,,https://www.forbes.com/sites/carltonreid/2020/05/06/greater-manchester-to-spend-5-million-on-pop-up-cycleways-widened-sidewalks/#4af10abf19e4,,,,
343,Manchester,England,Other strategies: improved existing infrastructure,"removal of ""street clutter"" that inhibits effective social distancing","May 5, 2020",,,,,https://www.forbes.com/sites/carltonreid/2020/05/06/greater-manchester-to-spend-5-million-on-pop-up-cycleways-widened-sidewalks/#4af10abf19e4,,,,
344,Tower Hamlets (London),England,Reallocated outer lane/curb space,"""From today, a section of Old Ford Road near Victoria Park will be temporarily closed to motor vehicles to aid social distancing. Pedestrians and cyclists can cross Skew Bridge as normal, motorists can use alternative routes via Grove Rd, Roman Rd, and St Stephen's Rd.""","May 5, 2020",,,,,https://twitter.com/TowerHamletsNow/status/1257564043856019458,,,,
345,"Tuscon, AZ",USA,Filtered/banned non-local traffic ,"Tucson ""Slow Streets""","May 5, 2020",,,,,tusconaz.gov/tusconslowstreets,,,,
346,Wellington,New Zealand,Reallocated outer lane/curb space,converting on-street parking to bike lanes,"May 5, 2020",,,,,https://www.stuff.co.nz/dominion-post/news/wellington/121409916/wellington-council-turning-carparks-into-cycle-lanes,,,,
347,Winnipeg,Canada,Filtered/banned non-local traffic ,"""COVID Open Streets” formally extended to 9 streets on May 5; program extended to May 29. New segments are similar to the original 4: residential, alongside rivers, 2 of the 9 have green space to the rivers; other 7 have houses; all 9 are well-known routes for active transport/recreation & have problems with safe connections to bike network","May 5, 2020",,,"From a user: ""As of May 6, COVID Open Streets have been incredibly well used. 2m physical distancing is generally followed, but not yet evaluated for compliance. “Please walk facing traffic” signs have not been implemented, so speed differentials of modes causes surprises (e.g. cyclist at 15kph passing ped at 5kph from the rear). Parked cars are few, but contractor parked vehicles are not banned from Open Streets, causing occasional bottlenecks.""",,,,,,
348,Cork,Ireland,Closed streets to motor vehicles,"Paul Street, Tuckey Street and Pembroke Street; Marina will be car-free for summer","May 6, 2020",,Temporary,,,https://www.irishexaminer.com/breakingnews/ireland/delight-for-cyclists-and-joggers-as-cork-marina-goes-car-free-for-summer-997040.html,https://www.irishexaminer.com/breakingnews/ireland/historic-cork-streets-to-be-pedestrianised-to-help-ease-covid-19-restrictions-997847.html,,,
349,"Hoboken, NJ",USA,Closed streets to motor vehicles,"yes, one street will be closed during daytime on weekends to allow for recreational use","May 6, 2020",,,,,https://www.insidernj.com/hoboken-launch-open-street-pilot-program-jefferson-street/?utm_campaign=shareaholic&utm_medium=twitter&utm_source=socialnetwork,,,,
350,Leeds,England,Reallocated outer lane/curb space,to enable widening of pavements (including around a construction site); temporary segregated cyclepath along A65,"May 6, 2020",,Temporary,,,https://www.yorkshireeveningpost.co.uk/health/coronavirus/leeds-council-reveals-social-distancing-and-staggered-return-work-plans-2845242,,,,
351,Leeds,England,Reduced speed limit,20 kph in city centre,"May 6, 2020",,,,,https://www.yorkshireeveningpost.co.uk/health/coronavirus/leeds-council-reveals-social-distancing-and-staggered-return-work-plans-2845242,,,,
352,Leeds,England,Other strategies: misc,Portal being established to allow residents to make suggestions to improve social distancing and active travel,"May 6, 2020",,,,,https://www.yorkshireeveningpost.co.uk/health/coronavirus/leeds-council-reveals-social-distancing-and-staggered-return-work-plans-2845242,,,,
353,Lille,France,Reallocated outer lane/curb space,yes: creating 15km of new permanent bikeways on streets to support increased biking during recovery,"May 6, 2020",,Permanent,,,https://twitter.com/i/status/1258064032336162816,,,,
354,London,England,Reallocated outer lane/curb space,widening pavements at key locations to allow for queuing/social distancing by pedestrians,"May 6, 2020",,,,,https://lcc.org.uk/articles/mayor-announces-radical-plans-for-london,https://www.london.gov.uk//press-releases/mayoral/mayors-bold-plan-will-overhaul-capitals-streets,,,
355,London,England,Reallocated outer lane/curb space,converting outer travel lanes and onstreet pakring lanes to cycleways,"May 6, 2020",,,,,https://lcc.org.uk/articles/mayor-announces-radical-plans-for-london,https://www.london.gov.uk//press-releases/mayoral/mayors-bold-plan-will-overhaul-capitals-streets,,,
356,London,England,Fasttracked implementation of ped/bike plans,construction on cycleway 4 to be accelerated,"May 6, 2020",,,,,https://twitter.com/se1/status/1257948772698599424,,,,
357,London,England,Other strategies: signal timing,walk phase of traffic signals extended,"May 6, 2020",,,,,,,,,
358,Malta,Malta,Closed streets to motor vehicles,local councils can nominate streets & squares to be made temporarily car-free,"May 6, 2020",,,,,https://timesofmalta.com/articles/view/selected-roads-to-be-temporarily-pedestrianised-as-part-of-open-spaces.790319,,,,
359,"St. Johns, NL",Canada,Reallocated outer lane/curb space,"yes: taking up curb space to create space for pedestrians and cyclists on 4 streets, may eventually be expanded.","May 6, 2020",,,,,https://www.saltwire.com/news/local/st-johns-council-votes-to-widen-lanes-for-pedestrian-cyclist-safety-during-covid-19-pandemic-446158/,,,,
360,Tameside (Manchester),England,Reallocated outer lane/curb space,for key worker corridors and near retail,"May 6, 2020",,,,,https://public.tameside.gov.uk/pressreleases/f1030pressreleasestory107.asp?story=2146&keyword=,,,,
361,Tameside (Manchester),England,Filtered/banned non-local traffic ,"proposals to create ""quiet streets'","May 6, 2020",,,,,https://public.tameside.gov.uk/pressreleases/f1030pressreleasestory107.asp?story=2146&keyword=,,,,
362,Tameside (Manchester),England,Other strategies: improved existing infrastructure,"Other measures to create more space for social distancing include upgrading cycle lanes, creating temporary crossings, de-cluttering street furniture, removing guard rails and schemes to calm traffic.","May 6, 2020",,,,,https://public.tameside.gov.uk/pressreleases/f1030pressreleasestory107.asp?story=2146&keyword=,,,,
363,Birmingham,England,Reallocated outer lane/curb space,widening pavements and removing parking to expand space for walking/queuing on commercial streets,"May 7, 2020",,,,,https://www.bbc.com/news/uk-england-birmingham-52577141,,,,
364,Bogota,Colombia,Other strategies: bicycle parking,"recovery plans include enhanced bike parking at lots of public sites, along w/ general improved investment in bike infrastructure & industry in order to ease transit crowding","May 7, 2020",,Permanent ,,carlos@numo.global,https://twitter.com/MorfasChrisN/status/1258767126887911425,,,,
365,Bogota,Colombia,Reallocated outer lane/curb space,38km of the 80km of temporary new bikeway will become permanent,"May 7, 2020",,Permanent ,,carlos@numo.global,https://twitter.com/MorfasChrisN/status/1258767126887911425,,,,
366,"Redwood City, CA",USA,Filtered/banned non-local traffic ,"yes, on a few streets w/ provisions for requesting additional streets","April 27, 2020",,,,,https://www.redwoodcity.org/about-the-city/slow-streets-pilot-program,,,,
367,Cardiff,Wales,Reallocated outer lane/curb space,multiple strategies,"May 7, 2020",,,,,https://www.bbc.com/news/uk-wales-52582574,,,,
368,"Cincinnati, OH",USA,Closed streets to motor vehicles,"yes, in a park, for foreseeable future","May 7, 2020",,,,,https://www.wcpo.com/news/transportation-development/cincinnati-parks-board-makes-eden-park-twin-lakes-overlook-a-vehicle-free-zone,,,,
369,"Cincinnati, OH",USA,Closed streets to motor vehicles,"Yes, in a park, for the foreseeable future","May 7, 2020",,,,,https://www.wcpo.com/news/transportation-development/cincinnati-parks-board-makes-eden-park-twin-lakes-overlook-a-vehicle-free-zone,,,,
370,Ciudad Real,Spain,Closed streets to motor vehicles,multiple temporary street clsoures in/around city center on weekends & holidays to facilitate pedestrian social distancing.,"May 7, 2020",,Temporary ,,,https://www.miciudadreal.es/2020/05/07/estas-son-las-calles-de-ciudad-real-que-se-cortaran-al-trafico-los-fines-de-semana-y-festivos/,,,,
371,Hounslow (London),England,Reallocated outer lane/curb space,"""Suspending some parking along Turnham Green Terrace and in Hounslow West to provide wider pavements to enable people to observe social distancing guidelines at these busy local retail parades.""","May 7, 2020",,Temporary,,,https://www.hounslow.gov.uk/news/article/1018/new_traffic_measures_to_improve_road_safety_and_help_social_distancing,,,,
372,Hounslow (London),England,Closed streets to motor vehicles,"""permanent closure to vehicle access to Wellesley Road at its junction with the South Circular.""","May 7, 2020",,Permanent,,,https://www.hounslow.gov.uk/news/article/1018/new_traffic_measures_to_improve_road_safety_and_help_social_distancing,,,,
373,Hounslow (London),England,Filtered/banned non-local traffic ,"Stile Hall Gardens will also become ‘in only’ from the South Circular. This has already been approved as part of the TfL Cycleway 9 (CW9) scheme. Bringing this closure forward will help reduce through traffic on these narrow residential streets significantly, and also improve conditions for cyclists more generally on this route between Brentford and Chiswick town centres by delivering lower traffic volumes. ","May 7, 2020",,,,,https://www.hounslow.gov.uk/news/article/1018/new_traffic_measures_to_improve_road_safety_and_help_social_distancing,,,,
